Geneid,p_value,padj
AKAP1,8.305327719322869e-255,1.970749926926618e-254
AKAP10,4.797985488650601e-153,7.320178774812235e-153
AKAP11,8.291745386658409e-164,1.3241028282870246e-163
AKAP12,1.321153050659596e-70,1.5228149105575238e-70
AKAP13,3.9032184681966466e-137,5.566286900697405e-137
AKAP14,3.897207798125011e-281,1.0621367464965704e-280
AKAP17BP,0.0,0.0
AKAP3,4.967990845662923e-51,5.443181746956464e-51
AKAP4,0.0,0.0
AKAP5,4.480125655573513e-111,5.796269560234017e-111
AKAP6,1.232160349720363e-25,1.2727348538340798e-25
AKAP7,9.503102592236878e-47,1.0299352009210217e-46
AKAP8,0.0,0.0
AKAP8L,8.46095572394659e-141,1.226577538018803e-140
AKAP9,1.4434036808675327e-205,2.7257977647878998e-205
AKIP1,2.213464832559247e-198,4.042742686406798e-198
AKIRIN1,4.196199422104275e-259,1.0159126760728583e-258
AKIRIN2,0.0,0.0
AKNA,4.1485592857251506e-73,4.808277321647917e-73
AKNAD1,1.9468412124934635e-91,2.374659465800461e-91
AKR1A1,1.5891049027328536e-162,2.5225835135494496e-162
AKR1B1,1.409331964161381e-121,1.8868674270426026e-121
AKR1B10,2.2445927658694736e-12,2.2681371007846725e-12
AKR1B15,2.0381608642631383e-103,2.5716032298769453e-103
AKR1C1,9.305486828024356e-127,1.2720389997532077e-126
AKR1C2,1.8991296598468757e-89,2.3019511075711748e-89
AKR1C3,7.349420506495393e-41,7.861599040213247e-41
AKR1C4,0.0,0.0
AKR1C6P,0.0,0.0
AKR1D1,0.0,0.0
AKR1E2,2.1043969647845614e-120,2.805050409147209e-120
AKR7A2,9.093821546120532e-107,1.158951330000438e-106
AKR7A2P1,6.720688497482848e-276,1.7818647163294e-275
AKR7A3,7.44086126415394e-27,7.703165006559367e-27
AKR7L,8.588753633460107e-29,8.930069709934317e-29
AKT1,1.8774916654013758e-146,2.790482738635419e-146
AKT1S1,0.0,0.0
AKT2,1.5307063089752644e-272,3.987213718502827e-272
AKT3,6.15337685511431e-61,6.913015941844046e-61
AKT3-IT1,0.0,0.0
AKTIP,0.0,0.0
ALAD,0.0,0.0
ALAS1,3.5699869923977913e-60,4.0038667501079813e-60
ALAS2,1.2432455768016795e-131,1.7346070876428233e-131
ALB,1.752654763163688e-38,1.86405780058577e-38
ALCAM,2.6876599317671893e-44,2.8970356867512997e-44
ALDH16A1,0.0,0.0
ALDH18A1,3.5914895371604507e-245,8.131621113539406e-245
ALDH1A1,1.4256103168823576e-24,1.4702464472967257e-24
ALDH1A2,4.909673197158301e-71,5.662775057177273e-71
ALDH1A3,2.679670634910675e-60,3.0060776017434894e-60
ALDH1B1,4.5830282636960486e-65,5.199804994004722e-65
ALDH1L1,2.832092368038933e-44,3.052291095900781e-44
ALDH1L1-AS1,0.0,0.0
ALDH1L1-AS2,3.516289463244073e-36,3.7171280349738996e-36
ALDH1L2,8.814748413088114e-61,9.901486435231533e-61
ALDH2,0.0,0.0
ALDH3A1,6.240310925072547e-154,9.55616353434455e-154
ALDH3A2,3.761778311331473e-243,8.434237398003295e-243
ALDH3B1,2.542107934111601e-209,4.882340096345137e-209
ALDH3B2,3.7059554123295216e-62,4.173232779686731e-62
ALDH4A1,4.1159369241009484e-190,7.253374032950649e-190
ALDH5A1,9.311094043791246e-78,1.0936011287264688e-77
ALDH6A1,6.737020965914359e-55,7.450200322728731e-55
ALDH7A1,2.770608002426789e-84,3.3098364887601507e-84
ALDH8A1,7.595789361661457e-10,7.646268549444446e-10
ALDH9A1,0.0,0.0
ALDOA,0.0,0.0
ALDOB,2.055725556952125e-124,2.7828683691948338e-124
ALDOC,1.7280686024914247e-220,3.4864223189416896e-220
ALG1,6.922436348467287e-260,1.683910982431176e-259
ALG10,7.354547225846172e-265,1.8373599753459445e-264
ALG10B,4.0742904045010604e-137,5.808809354958971e-137
ALG11,1.9548025038150113e-288,5.562646502019135e-288
ALG12,6.018860905084844e-199,1.1025400069907984e-198
ALG13,8.517453959237047e-159,1.3316980847309098e-158
ALG14,3.794269738069876e-61,4.263715479004384e-61
ALG1L,1.6419931331205257e-157,2.555444767944233e-157
ALG1L2,2.9949315675714106e-293,8.77628922130128e-293
ALG1L9P,0.0,0.0
ALG2,5.5711621974714136e-270,1.4307912820366071e-269
ALG3,1.9007768128582061e-143,2.7885488300782043e-143
ALG5,1.5305169720904873e-214,3.0049136834153134e-214
ALG6,1.7117546835440514e-286,4.821561026904604e-286
ALG8,4.327096837594727e-282,1.1861778496104417e-281
ALG9,7.850947602373136e-131,1.0912177337581593e-130
ALK,1.153903899582755e-308,3.711060676629886e-308
ALKAL1,2.4839482868901592e-292,7.238378098640555e-292
ALKAL2,2.3762053702938302e-216,4.7001505537495834e-216
ALKBH1,0.0,0.0
ALKBH2,1.5587308690020874e-262,3.8519072156170504e-262
ALKBH3,1.6617848542580856e-242,3.715736086669725e-242
ALKBH3-AS1,6.44871317510062e-75,7.512785110738081e-75
ALKBH4,7.922015414305391e-284,2.1956961947630593e-283
ALKBH5,0.0,0.0
ALKBH6,1.3459597486942417e-216,2.6648359492592847e-216
ALKBH7,0.0,0.0
ALKBH8,9.796790192261737e-166,1.5745989346361901e-165
ALLC,2.3690233912678026e-270,6.095026769532896e-270
ALMS1,4.671591558183192e-148,6.989325104659808e-148
ALMS1-IT1,9.616987450995393e-152,1.4607568219535422e-151
ALMS1P1,5.241047311734771e-245,1.1853622132159269e-244
ALOX12,3.1386318480541317e-37,3.3261465373100583e-37
ALOX12-AS1,0.0,0.0
ALOX12B,1.2580434769799132e-19,1.2865413970856144e-19
ALOX12P2,1.7242576972867347e-112,2.2401145030092415e-112
ALOX15,1.8153619884800527e-72,2.1006631362901306e-72
ALOX15B,2.6373308329140718e-194,4.7328063208896014e-194
ALOX5,2.0072782373568434e-70,2.3123973850147087e-70
ALOX5AP,2.0338362492783233e-36,2.1511873301811886e-36
ALOXE3,5.112672603632999e-31,5.342630328418561e-31
ALPI,0.0,0.0
ALPK1,3.8990186412411373e-150,5.888940251635788e-150
ALPK2,1.2346112034021276e-166,1.99101270204739e-166
ALPK3,6.498959971338492e-48,7.065447841160519e-48
ALPL,9.539242684074672e-66,1.08433237994636e-65
ALPP,4.782805098949246e-232,1.0179266463136204e-231
ALS2,2.0573778308355023e-221,4.1690782588590574e-221
ALS2CL,0.0,0.0
ALX1,2.6203806661324496e-125,3.559389053512302e-125
ALX3,0.0,0.0
ALX4,2.6091878645566472e-15,2.6487628480402226e-15
ALYREF,5.96417858017228e-233,1.2743063068846193e-232
AMACR,2.9928664905823422e-263,7.42060715907472e-263
AMBN,0.0,0.0
AMBP,9.496613174740178e-196,1.714767639677028e-195
AMBRA1,3.409237085326601e-267,8.610604942141253e-267
AMD1,5.8841147196091075e-217,1.1666884025514993e-216
AMDHD1,3.480002159060445e-42,3.7324064708719286e-42
AMDHD2,7.140338071590521e-261,1.7466972350223135e-260
AMELX,0.0,0.0
AMELY,0.0,0.0
AMER1,3.1827504411368875e-108,4.072448936130694e-108
AMER2,2.433863741209189e-90,2.959611216731825e-90
AMER3,0.0,0.0
AMFR,1.503857660031611e-200,2.775759080051933e-200
AMH,1.417874649105042e-82,1.686042037031014e-82
AMHR2,1.7000533418578092e-245,3.856737426636536e-245
AMIGO1,0.0,0.0
AMIGO2,5.0000587116649244e-73,5.794310035100324e-73
AMMECR1,1.0270599324997025e-281,2.811106500935943e-281
AMMECR1L,0.0,0.0
AMN,9.024454468932484e-66,1.0258666914816901e-65
AMN1,1.6219763483782325e-266,4.083138360492065e-266
AMOT,2.2329566801316785e-25,2.305659458397693e-25
AMOTL1,9.214771488902131e-261,2.253434931072572e-260
AMOTL2,0.0,0.0
AMPD1,2.9554705931299284e-174,4.909932530213108e-174
AMPD2,1.4265869665249944e-108,1.8287254783849157e-108
AMPD3,1.1678888573657623e-92,1.4288470722136835e-92
AMPH,4.18884113472323e-74,4.8689356969844334e-74
AMT,9.022837542071034e-114,1.176340948859816e-113
AMTN,1.0353735062056318e-214,2.0339965534879238e-214
AMY1A,0.0,0.0
AMY1B,4.462741276243286e-301,1.3694542868749221e-300
AMY1C,0.0,0.0
AMY2A,2.638923198389306e-118,3.491470389594034e-118
AMY2B,7.428973597982465e-102,9.331406880520909e-102
AMZ1,1.0494250950095917e-308,3.3759904132319184e-308
AMZ2,1.7361617987270958e-142,2.5350957162539736e-142
AMZ2P1,1.1385213791757703e-216,2.2552969314413607e-216
ANAPC1,1.378805716877587e-217,2.7409448131056435e-217
ANAPC10,3.345781272498368e-169,5.456000284581233e-169
ANAPC11,1.682967962732426e-269,4.30971575730746e-269
ANAPC13,1.1408418677579296e-296,3.4103795330120194e-296
ANAPC15,0.0,0.0
ANAPC16,0.0,0.0
ANAPC1P1,0.0,0.0
ANAPC2,0.0,0.0
ANAPC4,3.487548427098875e-181,5.938272074066299e-181
ANAPC5,0.0,0.0
ANAPC7,9.56690682258463e-189,1.679131442927188e-188
ANG,3.121351869439938e-120,4.158190443903555e-120
ANGEL1,1.84488343236769e-277,4.934548808879379e-277
ANGEL2,7.841677503050594e-290,2.2509261043540317e-289
ANGPT1,8.363145186106868e-63,9.43332621815229e-63
ANGPT2,3.8379279118597657e-82,4.557687860669448e-82
ANGPT4,1.6583901564933801e-236,3.604188688229525e-236
ANGPTL1,4.483426084135105e-216,8.855314588755826e-216
ANGPTL2,8.706664402260275e-277,2.3196278777787616e-276
ANGPTL3,6.266834371274309e-274,1.6448654191087515e-273
ANGPTL4,2.3854686096071797e-118,3.1570402522041564e-118
ANGPTL5,1.4556585948316164e-91,1.7762923196630876e-91
ANGPTL6,4.443581946504096e-239,9.775370794602552e-239
ANGPTL7,1.9930298062626676e-30,2.0803118260672614e-30
ANGPTL8,4.6154795934388413e-98,5.733304675442993e-98
ANHX,0.0,0.0
ANK1,1.187708038009537e-138,1.705913279297042e-138
ANK3,2.3606891977266497e-62,2.660035632969137e-62
ANKAR,3.2684508126295786e-148,4.893218773001068e-148
ANKDD1A,1.0864272460206195e-164,1.739492413934544e-164
ANKDD1B,7.382710354903303e-66,8.395294276252959e-66
ANKEF1,2.1915026686914508e-73,2.542306517053054e-73
ANKFN1,7.769279267140085e-43,8.344445857472283e-43
ANKFY1,3.8429769053766966e-282,1.0539690323930084e-281
ANKH,1.3595354453566008e-137,1.9425309726877483e-137
ANKHD1,0.0,0.0
ANKIB1,2.2581788849021602e-257,5.416429903738654e-257
ANKK1,4.66717054397838e-86,5.603135603533122e-86
ANKLE1,1.1013322369225149e-64,1.2485018918219587e-64
ANKLE2,0.0,0.0
ANKMY1,1.7605036281029223e-160,2.7715443099789184e-160
ANKMY2,1.3367204397712824e-240,2.964424138440956e-240
ANKRA2,7.099455457794412e-173,1.1732548267316863e-172
ANKRD1,1.7508557591036647e-49,1.9109600852146375e-49
ANKRD10,3.4296639657685275e-103,4.3256413666313107e-103
ANKRD11,8.610599965844617e-205,1.6203551582640496e-204
ANKRD12,1.874482309373105e-170,3.0695647717643227e-170
ANKRD13A,4.6222507896860685e-239,1.0167450289646703e-238
ANKRD13B,1.2703118781594906e-220,2.5653592389039656e-220
ANKRD13C,2.314260655522635e-153,3.5350319997845917e-153
ANKRD13D,0.0,0.0
ANKRD16,3.826646984517569e-201,7.086360506034949e-201
ANKRD17,7.993072854924553e-197,1.4499882556869123e-196
ANKRD18A,1.2131579259840581e-49,1.3247841058554807e-49
ANKRD18B,2.3066899635328352e-93,2.829172689131685e-93
ANKRD18CP,0.0,0.0
ANKRD18DP,0.0,0.0
ANKRD19P,3.3067449510447985e-303,1.0274560830344864e-302
ANKRD2,3.248509611379131e-49,3.5442205038332514e-49
ANKRD20A1,4.680111047163784e-288,1.329650502836858e-287
ANKRD20A11P,1.2665665042038312e-114,1.65614647846371e-114
ANKRD20A19P,8.881737758473548e-31,9.277430820755602e-31
ANKRD20A21P,4.623280554088337e-231,9.792678148788397e-231
ANKRD20A5P,1.4666972135322797e-99,1.830807082915002e-99
ANKRD20A8P,0.0,0.0
ANKRD20A9P,0.0,0.0
ANKRD22,5.620012905380215e-37,5.951118848984688e-37
ANKRD23,0.0,0.0
ANKRD24,3.3427915171959563e-43,3.594285335633479e-43
ANKRD26,2.3151865531604877e-180,3.928718691035309e-180
ANKRD26P1,2.6243849121107345e-276,6.971713189850877e-276
ANKRD26P3,0.0,0.0
ANKRD27,8.107744841335343e-149,1.2169016768377114e-148
ANKRD28,2.3621594172106728e-161,3.733275564377989e-161
ANKRD29,7.750003601032549e-275,2.0434732353432595e-274
ANKRD30A,1.3525214274963307e-263,3.3589098637337415e-263
ANKRD30B,0.0,0.0
ANKRD30BL,0.0,0.0
ANKRD30BP2,0.0,0.0
ANKRD30BP3,0.0,0.0
ANKRD31,2.4675919459067257e-216,4.880075327482946e-216
ANKRD33,1.5966169210264605e-266,4.0197384351791385e-266
ANKRD33B,1.348283983826531e-284,3.752767219973652e-284
ANKRD34A,2.134170179062379e-121,2.8548183943023597e-121
ANKRD34B,0.0,0.0
ANKRD34C,2.734392587507778e-223,5.587703464522861e-223
ANKRD35,2.6465707870447887e-306,8.387425437153367e-306
ANKRD36B,6.933747902956772e-139,9.967073217061666e-139
ANKRD36BP2,1.1669311724962152e-111,1.512464721659134e-111
ANKRD36C,6.216052265952297e-133,8.72513487601571e-133
ANKRD37,2.1544890818553e-281,5.880848443466085e-281
ANKRD39,8.632805109261801e-146,1.2788682591406751e-145
ANKRD40,2.1943875418357178e-206,4.158661516439671e-206
ANKRD42,1.0011490998214795e-124,1.3568670163815484e-124
ANKRD44,7.780889249843149e-158,1.2124201007606163e-157
ANKRD44-IT1,0.0,0.0
ANKRD45,3.681205962796103e-290,1.0581284155732518e-289
ANKRD46,3.219307287728131e-239,7.084814661886111e-239
ANKRD49,0.0,0.0
ANKRD50,2.481887275787623e-102,3.1210318770951025e-102
ANKRD52,2.332355141038702e-283,6.444275143078732e-283
ANKRD53,8.579154917544665e-53,9.443345738946712e-53
ANKRD54,7.778287653612019e-266,1.9519051219265735e-265
ANKRD55,2.5284916109259812e-238,5.541741156588271e-238
ANKRD6,8.670978214893337e-93,1.0612407102897311e-92
ANKRD60,0.0,0.0
ANKRD61,5.209451234531045e-250,1.20763597688122e-249
ANKRD62,3.4309592817136464e-252,8.034418887527969e-252
ANKRD62P1-PARP4P3,0.0,0.0
ANKRD63,0.0,0.0
ANKRD65,3.842875938289983e-247,8.79594150543678e-247
ANKRD66,0.0,0.0
ANKRD7,4.0691483405698975e-296,1.2115359031848094e-295
ANKRD9,0.0,0.0
ANKS1A,9.652435727921866e-113,1.2545877848011349e-112
ANKS1B,2.7611828544706915e-54,3.047625792968993e-54
ANKS3,0.0,0.0
ANKS4B,7.156072416884668e-279,1.9268086928587602e-278
ANKS6,0.0,0.0
ANKUB1,7.014939106094157e-190,1.2351786324465576e-189
ANKZF1,0.0,0.0
ANLN,2.165693216668708e-168,3.5216414026824166e-168
ANO1,3.7148776120968044e-85,4.448964480671876e-85
ANO10,1.0435479350544291e-128,1.4370004579361947e-128
ANO2,4.584520157527898e-75,5.344235335270231e-75
ANO3,1.228976870019093e-54,1.357771758892495e-54
ANO4,8.540866721472502e-213,1.6647893277614534e-212
ANO5,3.1711059435278094e-96,3.9177690085739585e-96
ANO6,2.91998668667283e-190,5.151312043058405e-190
ANO7,8.187953962524305e-152,1.2440243634232518e-151
ANO7L1,8.674281359908514e-48,9.426822148141869e-48
ANO8,0.0,0.0
ANO9,5.156110587285525e-140,7.4531824561565745e-140
ANOS1,5.8726981080905796e-40,6.267695788285242e-40
ANP32A,6.450459437948641e-298,1.9439185615095486e-297
ANP32AP1,0.0,0.0
ANP32B,3.6531705770985783e-112,4.741563750330778e-112
ANP32D,0.0,0.0
ANP32E,7.064070410404346e-114,9.214909752359754e-114
ANPEP,1.5874219274177083e-112,2.0624571105956388e-112
ANTXR1,1.9004422040913063e-118,2.516435547906501e-118
ANTXR2,9.343992698814937e-273,2.4358705604338212e-272
ANTXRL,7.428956580312077e-263,1.8381977034401425e-262
ANTXRLP1,0.0,0.0
ANXA1,5.453769053501284e-198,9.945946826757511e-198
ANXA10,0.0,0.0
ANXA11,0.0,0.0
ANXA13,6.370857804244136e-279,1.7167910824545528e-278
ANXA2,3.603008471246749e-268,9.158276334950889e-268
ANXA2P1,0.0,0.0
ANXA2P2,8.602958432949079e-113,1.1184331731237697e-112
ANXA2P3,0.0,0.0
ANXA2R,3.444897674030608e-158,5.3733028959339294e-158
ANXA3,5.22931688035597e-149,7.85848129060217e-149
ANXA4,1.4179210816720614e-88,1.7147922567715906e-88
ANXA5,2.5798766898731536e-48,2.8072725983099147e-48
ANXA6,8.804775085263783e-86,1.0562243607727472e-85
ANXA7,6.561588900704914e-296,1.951608614517891e-295
ANXA8,4.2805855000073865e-63,4.831423136044417e-63
ANXA8L1,4.687589675593016e-106,5.960845282826334e-106
ANXA9,1.584770832857107e-45,1.7131209754308666e-45
AOAH,2.6757533620684217e-176,4.4772198697865795e-176
AOAH-IT1,0.0,0.0
AOC1,5.860390532421863e-17,5.961632643418061e-17
AOC2,9.156279882430715e-105,1.1597853771969234e-104
AOC3,0.0,0.0
AOC4P,2.6318759715907598e-154,4.037869818744962e-154
AOX1,2.4049914784803714e-198,4.391507954677775e-198
AP1AR,1.0459886749391582e-284,2.9131297026489874e-284
AP1B1,6.599285797418479e-205,1.2426756865933022e-204
AP1B1P1,0.0,0.0
AP1G1,6.096378296589002e-197,1.1065275041439903e-196
AP1G2,3.9816311181534453e-112,5.167009066867598e-112
AP1M1,0.0,0.0
AP1M2,2.812196825579744e-101,3.5269647953016684e-101
AP1S1,2.9002083743739345e-97,3.595240274139098e-97
AP1S2,4.171430387512932e-24,4.2983804709137906e-24
AP1S3,1.2742981813693282e-155,1.9673735216151955e-155
AP2A1,0.0,0.0
AP2A2,1.079403240192e-311,3.5391882942443e-311
AP2B1,2.0547331193810475e-113,2.676104499413352e-113
AP2M1,2.1537249799817612e-274,5.662597229542089e-274
AP2S1,1.8453161499336384e-251,4.307234289950536e-251
AP3B1,6.733849432773494e-283,1.8541036754386144e-282
AP3B2,1.3179106488069561e-45,1.4247147515321323e-45
AP3D1,4.560617028240559e-172,7.51367774298466e-172
AP3M1,4.413533947848832e-180,7.481755677755228e-180
AP3M2,3.2906727524375735e-140,4.762962812103017e-140
AP3S1,2.4516357567509824e-290,7.056689794153596e-290
AP3S2,0.0,0.0
AP4B1,1.4105617723088668e-131,1.9674546704815746e-131
AP4B1-AS1,6.120826280503047e-87,7.36751904445327e-87
AP4E1,9.327642229848369e-183,1.5963698409278885e-182
AP4M1,1.9340754603430263e-197,3.519335604120591e-197
AP4S1,3.097560828434845e-152,4.7133857982872165e-152
AP5B1,1.0874598119822762e-254,2.5790765050556167e-254
AP5M1,1.1750826605228936e-123,1.585507687287805e-123
AP5S1,4.2427646630965536e-238,9.290984744448835e-238
AP5Z1,0.0,0.0
APAF1,7.561767928336735e-232,1.607888296841753e-231
APBA1,5.015367184283621e-297,1.5029781862676828e-296
APBA2,3.2121880854904705e-122,4.311883073713421e-122
APBA3,1.8853453161421538e-286,5.309870404753143e-286
APBB1,0.0,0.0
APBB1IP,4.2790126349515983e-41,4.579555938601106e-41
APBB2,4.450492396217803e-118,5.88457686386715e-118
APBB3,0.0,0.0
APC,2.0843475345958904e-212,4.056294280833047e-212
APC2,1.029437308953455e-220,2.0794669767805186e-220
APCDD1,6.417179102561979e-264,1.596080065435746e-263
APCDD1L,7.027617222108831e-08,7.058273378198992e-08
APCS,0.0,0.0
APEH,5.522339630488325e-85,6.610843220109354e-85
APELA,1.8666766739260745e-130,2.5901502887045103e-130
APEX1,1.6962614772837944e-99,2.1169019596174363e-99
APEX2,1.4240724218031852e-284,3.963235034400645e-284
APH1A,2.363662073007759e-296,7.046608257015492e-296
APH1B,1.1654644257610582e-276,3.102156409100879e-276
API5,2.103153872239348e-219,4.215462240309806e-219
APIP,4.109330608030522e-156,6.354145595654448e-156
APLF,1.9419507724514804e-145,2.8718270014081114e-145
APLN,3.7673939992709875e-15,3.823693164611647e-15
APLNR,1.4770556752918433e-82,1.7562347587233734e-82
APLP1,4.517279040134781e-17,4.5971460670112804e-17
APLP2,8.486167640802755e-110,1.0924547037285022e-109
APMAP,5.4628754354298e-162,8.659362755616915e-162
APOA1,3.5798982049269365e-76,4.186275395918421e-76
APOA1-AS,3.904298207267353e-175,6.505939199835242e-175
APOA2,1.9431749650673592e-234,4.183622629110798e-234
APOA4,0.0,0.0
APOA5,0.0,0.0
APOB,1.107770378420916e-43,1.1923381418710286e-43
APOBEC1,0.0,0.0
APOBEC2,1.5329565451853244e-254,3.6318986927708286e-254
APOBEC3A,4.271443341749667e-53,4.704410978256127e-53
APOBEC3B,1.427038672827802e-264,3.561641019315698e-264
APOBEC3B-AS1,0.0,0.0
APOBEC3C,5.036734870942389e-54,5.555779412091102e-54
APOBEC3D,7.177257827502343e-233,1.5327815992988956e-232
APOBEC3F,7.750247173249315e-284,2.1486055498722723e-283
APOBEC3G,1.1447461157188727e-145,1.6946334834637258e-145
APOBEC3H,1.6944365527874864e-223,3.467796194789252e-223
APOBEC4,0.0,0.0
APOBR,3.526259983469825e-49,3.847072112367762e-49
APOC1,2.3884472852870595e-32,2.503601652467528e-32
APOC1P1,1.1393202811234939e-279,3.079923699963288e-279
APOC3,2.7012481206040663e-160,4.2481923995073787e-160
APOD,5.669277638071591e-246,1.2894344397803054e-245
APOE,2.4300628835211836e-30,2.535794408547486e-30
APOF,0.0,0.0
APOH,4.114275779306146e-145,6.0769236298912434e-145
APOL1,5.667640141019731e-19,5.788057068389367e-19
APOL2,1.29321112168438e-78,1.5225451455134572e-78
APOL3,0.0,0.0
APOL4,5.074968741970782e-93,6.2165397060616775e-93
APOL5,0.0,0.0
APOL6,4.1615410066105945e-10,4.191029662155644e-10
APOLD1,0.0,0.0
APOM,6.351957663994805e-42,6.809492631923286e-42
APOO,1.988744522572162e-114,2.5983914361424047e-114
APOOL,2.657058412391481e-147,3.9629534810456346e-147
APOOP5,0.0,0.0
APP,2.2682018480110857e-190,4.0029955042623975e-190
APPBP2,4.639087029089892e-197,8.426186475052514e-197
APPL1,2.658610020811867e-133,3.737670948230594e-133
APPL2,1.5147929040887084e-220,3.057204753132751e-220
APRT,9.681067914743986e-301,2.963660519466368e-300
APTR,0.0,0.0
APTX,1.7047607439086672e-144,2.5112227362605984e-144
AQP1,0.0,0.0
AQP10,1.6950249434147026e-186,2.9467120429764507e-186
AQP11,1.1465074931214612e-33,1.2048009366329768e-33
AQP12A,0.0,0.0
AQP12B,0.0,0.0
AQP2,3.203590162719089e-117,4.22545026961757e-117
AQP3,1.7328371206076098e-152,2.6390290954405086e-152
AQP4,3.163864516508464e-126,4.316218322456057e-126
AQP4-AS1,4.929914201727869e-159,7.715221899169553e-159
AQP5,3.888467712813625e-121,5.193947938726048e-121
AQP6,7.46573547517564e-68,8.53947506485389e-68
AQP7,2.2432201612250116e-214,4.400809559649341e-214
AQP7P1,4.179060914358588e-64,4.7272623804751957e-64
AQP7P3,0.0,0.0
AQP8,8.067595067185765e-155,1.240223735239935e-154
AQP9,2.0509214143424518e-40,2.1914059144152875e-40
AQR,3.890044721973259e-207,7.397735993946669e-207
AR,5.999355029725899e-112,7.7828008904895825e-112
