Geneid,p_value,padj
MLNR,0.0,0.0
MLPH,6.080250292253336e-08,6.10757308707477e-08
MLST8,1.1953721275715142e-271,3.0983055122375935e-271
MLX,1.1976121569127702e-156,1.8564480105540714e-156
MLXIP,0.0,0.0
MLXIPL,1.0468894552621252e-174,1.7420918486524406e-174
MLYCD,3.844745936697081e-86,4.6174654658866836e-86
MMAA,7.906503846656156e-129,1.0892080689607571e-128
MMAB,4.082788449572565e-115,5.348018505032642e-115
MMACHC,1.4119435689141546e-17,1.4384967799760828e-17
MMADHC,5.680327549945737e-143,8.313238082249597e-143
MMD,3.948602515159935e-172,6.506772424065441e-172
MMD2,0.0,0.0
MME,7.796006425618927e-59,8.715477151903383e-59
MMEL1,9.081206788627366e-62,1.0219742172215479e-61
MMGT1,1.8413499267497398e-270,4.743788823261275e-270
MMP1,9.141832372969897e-224,1.8736117905933676e-223
MMP10,1.5907403616751055e-256,3.8048209107840876e-256
MMP11,2.2626667975715883e-131,3.1525349680658547e-131
MMP12,4.960506192652977e-285,1.3845398785263928e-284
MMP13,0.0,0.0
MMP14,2.563699521234525e-214,5.02910605579822e-214
MMP15,3.795979813861309e-78,4.462757313845117e-78
MMP16,3.015801873115005e-58,3.3660957110044536e-58
MMP17,1.0748080583296683e-106,1.3692458769978576e-106
MMP19,1.1428394629787153e-196,2.0713796580037738e-196
MMP2,2.4253384293661297e-142,3.539616632715883e-142
MMP20,0.0,0.0
MMP21,1.0778605039211819e-285,3.0242091448063967e-285
MMP23A,1.800223388896837e-135,2.5503533907187284e-135
MMP23B,7.432601013557683e-50,8.1230457937130155e-50
MMP24,6.737525206564488e-129,9.285017080022791e-129
MMP25,9.85950313518772e-85,1.1796767665362058e-84
MMP25-AS1,0.0,0.0
MMP26,0.0,0.0
MMP27,1.1611107125329692e-58,1.2975495338231852e-58
MMP28,1.1777812977752513e-300,3.601704954174178e-300
MMP3,2.996009518736093e-30,3.1257985843474628e-30
MMP7,9.123554978734589e-11,9.197457411900048e-11
MMP8,9.072621607708066e-101,1.1363109388884868e-100
MMP9,2.1248172614719483e-127,2.9125315608817134e-127
MMRN1,1.252571027006399e-267,3.1740254595856627e-267
MMRN2,1.2600900266521643e-288,3.590632769014781e-288
MMS19,0.0,0.0
MMS22L,9.316924067816504e-207,1.7694700959944505e-206
MN1,2.4791690053896e-311,8.1080095426266e-311
MNAT1,3.681609442220529e-186,6.3915982353857225e-186
MND1,1.4603784554917452e-259,3.544939753214754e-259
MNDA,3.042816842211841e-34,3.2022038109098374e-34
MNS1,4.872835551494917e-196,8.811825772668785e-196
MNT,0.0,0.0
MNX1,9.45391129785935e-276,2.504220590449996e-275
MNX1-AS1,0.0,0.0
MNX1-AS2,0.0,0.0
MOAP1,0.0,0.0
MOB1A,2.3342760161230245e-302,7.215946696457642e-302
MOB1B,2.398524021089015e-254,5.6773534554902315e-254
MOB2,0.0,0.0
MOB3A,0.0,0.0
MOB3B,3.205479505856075e-262,7.900969932858395e-262
MOB3C,0.0,0.0
MOB4,0.0,0.0
MOBP,4.667980154474838e-59,5.221062670713077e-59
MOCOS,1.4755594741759473e-162,2.342823345522861e-162
MOCS1,7.15202794325066e-98,8.879390205737567e-98
MOCS2,1.722363996123618e-83,2.0540613615844907e-83
MOCS3,2.1846739744989656e-150,3.302254043386567e-150
MOG,1.5974515012847287e-283,4.416923665855602e-283
MOGAT1,1.5494300528023066e-100,1.9395464326493943e-100
MOGAT2,1.5428888359241612e-42,1.656105946774727e-42
MOGAT3,0.0,0.0
MOGS,2.6636595631357027e-220,5.369295901036283e-220
MOK,1.4053174913751416e-44,1.5160729979112202e-44
MON1A,4.6767798391635e-262,1.1513919911986786e-261
MON1B,0.0,0.0
MON2,3.210390363042334e-227,6.685603085988305e-227
MORC1,0.0,0.0
MORC2,6.690596369514862e-184,1.1504427991912636e-183
MORC2-AS1,0.0,0.0
MORC3,3.0315014522684386e-187,5.287272891222524e-187
MORC4,8.724428176640253e-200,1.604402830183428e-199
MORF4L1,1.1825035476809381e-160,1.8632604490696633e-160
MORF4L2,5.899189790716945e-292,1.7151527432941905e-291
MORF4L2-AS1,1.825184694631995e-161,2.8863968960235633e-161
MORN1,6.815196483392883e-65,7.730470185911802e-65
MORN2,5.652440895847233e-95,6.960571171096255e-95
MORN3,4.31202141506471e-66,4.908289961954312e-66
MORN4,1.6660651771154177e-98,2.0724774238427454e-98
MORN5,1.1478679345693092e-206,2.1780543370301446e-206
MOS,0.0,0.0
MOSPD1,1.2834054062741192e-194,2.306903433059202e-194
MOSPD2,1.7464370268348687e-190,3.083586357810277e-190
MOSPD3,5.492368122162759e-230,1.1582367067656656e-229
MOV10,6.500621373013516e-204,1.2182183500916752e-203
MOV10L1,1.900874971584507e-113,2.476138350538144e-113
MOXD1,2.5284650171389237e-77,2.96533101847018e-77
MOXD2P,0.0,0.0
MPC1,0.0,0.0
MPC1L,0.0,0.0
MPC2,6.194915711234083e-111,8.012118825719219e-111
MPDU1,1.2709398813610915e-176,2.1287734488911517e-176
MPEG1,5.18735412472642e-22,5.326865053641724e-22
MPG,8.355213505016317e-235,1.8012213084222443e-234
MPHOSPH10,3.922864665521766e-164,6.269612387822653e-164
MPHOSPH6,4.815360944130838e-167,7.77808828242377e-167
MPHOSPH8,1.1182639965710045e-238,2.4570006925327615e-238
MPHOSPH9,1.9710256457294243e-257,4.73062592174234e-257
MPI,5.83866007292989e-101,7.315482668651381e-101
MPIG6B,8.869403706393946e-244,1.9953991688099886e-243
MPL,6.316340371692717e-296,1.8791500286581357e-295
MPLKIP,1.108311201036516e-98,1.3792636664323412e-98
MPND,3.2016162872807104e-74,3.72292996961369e-74
MPO,4.0928582062387284e-73,4.74395727650224e-73
MPP1,9.06298432731293e-131,1.2593008518530653e-130
MPP2,2.3977308770172455e-263,5.947571182120778e-263
MPP3,4.59358269201405e-294,1.352117717986851e-293
MPP4,2.781199885068937e-230,5.8698639796339905e-230
MPP7,8.536400177986032e-133,1.1976240186335409e-132
MPPE1,0.0,0.0
MPPED1,2.1537538283726426e-32,2.2579012906134106e-32
MPPED2,2.9470755277299332e-62,3.319641240237475e-62
MPRIP,0.0,0.0
MPST,0.0,0.0
MPV17,3.7747225515083795e-45,4.077373306400606e-45
MPV17L,5.119414966721452e-162,8.116051104716291e-162
MPV17L2,1.9968853162780414e-160,3.1428182050711345e-160
MPZ,1.0527231562699523e-215,2.0751624957157004e-215
MPZL1,1.1528514197297676e-282,3.17199463287024e-282
MPZL2,8.446983205002226e-155,1.2984600167710726e-154
MPZL3,1.1509623807472142e-269,2.9513039151713842e-269
MR1,3.1465348958824235e-150,4.7545986377106336e-150
MRAP,1.1079276777664282e-172,1.8304339016141104e-172
MRAP2,3.064032043477743e-47,3.3253016153208367e-47
MRAS,9.438841297926706e-158,1.470364560510585e-157
MRC1,2.9317002043227463e-139,4.222147088529862e-139
MRC2,1.9542160186835217e-237,4.2680582066182323e-237
MRE11,1.1267268490635656e-199,2.0711983211847934e-199
MREG,1.0589916732701752e-95,1.3063072212897142e-95
MRFAP1,0.0,0.0
MRFAP1L1,0.0,0.0
MRGBP,8.14985946926278e-246,1.851612042829152e-245
MRGPRD,0.0,0.0
MRGPRE,4.013380426368817e-301,1.2320542791562086e-300
MRGPRF,0.0,0.0
MRGPRF-AS1,7.250454820492971e-83,8.629334287259249e-83
MRGPRG,0.0,0.0
MRGPRG-AS1,0.0,0.0
MRGPRX1,0.0,0.0
MRGPRX2,4.978304004846148e-47,5.400003364156115e-47
MRGPRX3,1.321642298990245e-222,2.6950219016873083e-222
MRGPRX4,0.0,0.0
MRI1,1.7855994539522628e-248,4.1115753403137214e-248
MRLN,3.697352794705427e-297,1.1090131676041917e-296
MRM1,1.2962270079204708e-152,1.975399168014358e-152
MRM2,2.349178506304123e-189,4.1288157197821476e-189
MRM3,4.552295409536127e-228,9.515392601830212e-228
MRNIP,0.0,0.0
MRO,4.827040555129968e-59,5.39844473411922e-59
MROH1,7.541391044713436e-95,9.284689985213739e-95
MROH2A,6.480870896356218e-161,1.0221644849822274e-160
MROH2B,0.0,0.0
MROH3P,2.1748096895314154e-18,2.219146352232375e-18
MROH5,9.777579237259152e-307,3.1029494742750475e-306
MROH6,3.6176142786055496e-299,1.0979693006935693e-298
MROH7,0.0,0.0
MROH8,3.1190188850456066e-59,3.4909479757566497e-59
MROH9,0.0,0.0
MRPL1,7.861723932210167e-173,1.299133939677075e-172
MRPL10,0.0,0.0
MRPL11,7.1547980613489755e-183,1.2252292343956772e-182
MRPL12,4.75033947239916e-197,8.627578765679439e-197
MRPL13,4.9915553635164316e-70,5.744842323899141e-70
MRPL14,8.560231563862013e-210,1.6477783757742577e-209
MRPL15,3.227666304956231e-106,4.1059610478652e-106
MRPL16,4.8017495633142096e-206,9.088743994224463e-206
MRPL17,8.145870056168914e-194,1.4594234859017436e-193
MRPL18,2.765937280243566e-212,5.382263348574025e-212
MRPL19,9.63993978635194e-140,1.3916231339956552e-139
MRPL2,4.5082237450130665e-236,9.777443811716357e-236
MRPL20,2.8445884926330754e-266,7.15388371975794e-266
MRPL21,8.515093041233749e-192,1.5114601972196887e-191
MRPL22,1.042042176260857e-206,1.9779042923520174e-206
MRPL23,2.0368813562951736e-224,4.1850041359396825e-224
MRPL23-AS1,5.1093356073020345e-53,5.625620153150114e-53
MRPL24,1.0308226252085499e-153,1.5769873835748606e-153
MRPL27,2.3145786569988767e-245,5.248779572416245e-245
MRPL28,1.8942848003628693e-281,5.173053403339426e-281
MRPL3,1.3399480237564932e-143,1.9669087216429392e-143
MRPL30,2.097820795130055e-172,3.461389278133466e-172
MRPL32,5.346001545352668e-307,1.699148807015459e-306
MRPL33,1.417216770245956e-124,1.9196375407779083e-124
MRPL34,1.6214160013629518e-287,4.592383074840768e-287
MRPL35,8.938529280169427e-217,1.7713952327992846e-216
MRPL36,3.4058877413819975e-245,7.712910333193578e-245
MRPL37,1.620363267248947e-209,3.1151673234084633e-209
MRPL38,0.0,0.0
MRPL39,1.2386590659669416e-138,1.7788726506251789e-138
MRPL4,5.095777982295183e-217,1.0107270181285692e-216
MRPL40,2.0382235955004826e-203,3.8109517673220004e-203
MRPL41,1.1825497492375014e-306,3.7518293270558405e-306
MRPL42,5.301769170471738e-236,1.1489828066730166e-235
MRPL43,0.0,0.0
MRPL44,3.653498628798744e-164,5.840321629484293e-164
MRPL45,4.2293654394561957e-181,7.196578957803522e-181
MRPL45P2,1.91596903822747e-157,2.9806264281181943e-157
MRPL46,4.940680490103321e-247,1.1304206260969776e-246
MRPL47,2.6130688511795898e-155,4.027533620937132e-155
MRPL48,1.106635957743062e-88,1.3388957588584477e-88
MRPL49,0.0,0.0
MRPL50,3.354682164334173e-191,5.9404862445493e-191
MRPL51,6.059703710723871e-200,1.11516759839906e-199
MRPL52,1.7841454996704511e-274,4.69357472399594e-274
MRPL53,0.0,0.0
MRPL54,2.1185293222811885e-290,6.101703667275716e-290
MRPL55,1.5943764507305983e-283,4.408950684797177e-283
MRPL57,3.8374425509697045e-241,8.526662545215835e-241
MRPL58,7.580890329597248e-184,1.302847047463216e-183
MRPL9,1.9371628134321433e-44,2.0890508953846214e-44
MRPS10,7.872475069318044e-246,1.7889445913539148e-245
MRPS11,1.4308595770863297e-20,1.4658113861105965e-20
MRPS12,1.8829646832046337e-257,4.520214666468928e-257
MRPS14,1.0532428330017645e-281,2.881742482119147e-281
MRPS15,5.762429875787406e-277,1.5366479668766417e-276
MRPS16,6.8212713799473895e-149,1.0243474579435736e-148
MRPS17,2.305354804772414e-146,3.423976843315705e-146
MRPS18A,9.188563640142498e-184,1.5784338525004915e-183
MRPS18B,4.365797235655626e-227,9.081868047861866e-227
MRPS18C,1.55401863904604e-209,2.98786848813328e-209
MRPS2,7.056794470290973e-287,1.9913670288513223e-286
MRPS21,4.123177365493286e-174,6.843921538686283e-174
MRPS22,3.169679633852449e-257,7.597991034858802e-257
MRPS23,2.716891861635745e-177,4.5616362737768095e-177
MRPS24,0.0,0.0
MRPS25,1.630135136354001e-222,3.322906717964986e-222
MRPS26,1.891791789859871e-297,5.6854998263586565e-297
MRPS27,0.0,0.0
MRPS28,0.0,0.0
MRPS30,6.052318891730311e-232,1.2875227770784318e-231
MRPS31,4.664027303191367e-128,6.408723121787898e-128
MRPS31P5,0.0,0.0
MRPS33,1.1815726224849831e-79,1.3954618138032444e-79
MRPS34,3.987969818657197e-291,1.1527811312587986e-290
MRPS35,1.165707694873344e-160,1.8369210845776383e-160
MRPS36,2.1703763505375012e-266,5.4612836169153475e-266
MRPS5,1.976053559844523e-129,2.730891786426188e-129
MRPS6,3.3643527835992097e-265,8.418743450667124e-265
MRPS7,4.3827821168971635e-165,7.028569719261704e-165
MRPS9,8.344017882378859e-182,1.4237950620610007e-181
MRRF,1.0364080752847143e-300,3.17106438875153e-300
MRS2,5.06965265699627e-191,8.969775053767934e-191
MRTO4,7.687045904986287e-165,1.2315534403757866e-164
MS4A1,7.327740624090162e-100,9.154804934019854e-100
MS4A10,0.0,0.0
MS4A12,0.0,0.0
MS4A13,0.0,0.0
MS4A14,9.333204966367568e-56,1.0350048701745828e-55
MS4A15,3.306400125917435e-167,5.345966046286729e-167
MS4A18,0.0,0.0
MS4A2,1.1125610582388633e-102,1.4008315544619704e-102
MS4A3,9.038679035869905e-208,1.724020761509972e-207
MS4A4A,1.1124946395599685e-18,1.1357281328971186e-18
MS4A4E,2.969874582705498e-17,3.023986926950795e-17
MS4A5,0.0,0.0
MS4A6A,1.3944118112842838e-63,1.5757024560986184e-63
MS4A6E,9.629563022254714e-197,1.7463063880308172e-196
MS4A7,1.981526590056083e-25,2.046318376741478e-25
MS4A8,3.3689250726459226e-177,5.654744541269937e-177
MSANTD1,1.893410148867002e-83,2.2574633767031153e-83
MSANTD2,0.0,0.0
MSANTD3,4.734249956560505e-256,1.128962931122207e-255
MSANTD4,3.7149192123728266e-163,5.914278795856172e-163
MSC,9.78019761342917e-11,9.858987296479564e-11
MSC-AS1,6.787149170919138e-64,7.674081545511085e-64
MSGN1,0.0,0.0
MSH2,2.3584492104024498e-290,6.790163138715268e-290
MSH3,1.4154882952534264e-248,3.2613031632057333e-248
MSH4,7.553898669959896e-199,1.38317928246506e-198
MSH5,0.0,0.0
MSH6,1.8677191563076941e-277,4.995047723873661e-277
MSI1,5.507224528963451e-57,6.127595687181873e-57
MSI2,1.7837877010786036e-143,2.6170858363368238e-143
MSL1,0.0,0.0
MSL2,5.271345218799879e-223,1.0769072965186194e-222
MSL3,9.71921084343792e-281,2.642596958659833e-280
MSL3P1,0.0,0.0
MSLN,9.300119702536282e-18,9.478793981017944e-18
MSMB,1.4264926642862023e-33,1.4987481565449267e-33
MSMO1,8.864740227402912e-201,1.6388451822364273e-200
MSN,4.168414791757659e-149,6.269095444864351e-149
MSR1,4.994545820732922e-58,5.572515166532022e-58
MSRA,5.85809212109322e-142,8.538662509246029e-142
MSRB1,2.4421700014076368e-278,6.561087761074612e-278
MSRB2,2.4374965951211825e-179,4.119873851568794e-179
MSRB3,1.6583877161673343e-252,3.890637739661372e-252
MSS51,1.803929912749677e-92,2.2057186569914267e-92
MST1,1.932000071657846e-40,2.0645302909983408e-40
MST1L,1.936228253381133e-27,2.0063782936156988e-27
MST1P2,3.0162816629615474e-16,3.0654102409192965e-16
MST1R,2.253990699185371e-112,2.9266795543674705e-112
MSTN,5.7567940335714926e-96,7.106939722731906e-96
MSTO1,7.321717003349991e-36,7.734227027212799e-36
MSX1,8.144120387219238e-209,1.560244864331301e-208
MSX2,2.7095410367310825e-56,3.0096715954118317e-56
MT1A,3.2115754151495005e-88,3.880723856324242e-88
MT1B,0.0,0.0
MT1DP,0.0,0.0
MT1E,2.983115832115705e-192,5.306594987146101e-192
MT1F,1.0045190486255266e-29,1.046754766940671e-29
MT1G,4.726840689786421e-109,6.069759065345374e-109
MT1H,8.23991637202366e-34,8.662032442218645e-34
MT1HL1,0.0,0.0
MT1JP,2.8343853367959976e-58,3.1642207134596124e-58
MT1L,6.131900375362807e-52,6.735086072051964e-52
MT1M,1.3396821703838475e-277,3.586192569575364e-277
MT1X,0.0,0.0
MT2A,2.71106496677632e-181,4.6171728526561123e-181
MT3,3.392535409453452e-72,3.9219589911255415e-72
MT4,5.188507039839908e-34,5.458541744814898e-34
MTA1,1.875148342242813e-206,3.555123141617139e-206
MTA2,1.1548394354554145e-214,2.2683009010344194e-214
MTA3,7.487319790178772e-139,1.0761473927778017e-138
MTAP,1.5422020681698937e-205,2.9116572708112863e-205
MTBP,5.872488928435115e-273,1.533146446176325e-272
MTCH1,0.0,0.0
MTCH2,4.56533735745298e-99,5.689127912859786e-99
MTCL1,3.203050761335111e-80,3.786948789615877e-80
MTCP1,0.0,0.0
MTDH,4.8613455598073705e-138,6.965004366459545e-138
MTERF1,3.6716524773035344e-139,5.285820461291601e-139
MTERF2,3.276838957094417e-260,7.986232682136325e-260
MTERF3,5.009473222712584e-71,5.777594123114489e-71
MTERF4,0.0,0.0
MTF1,7.895206735835424e-139,1.1346310460387916e-138
MTF2,2.9856218818952156e-200,5.501477247599475e-200
MTFMT,2.067906294384466e-179,3.4967299149462356e-179
MTFP1,1.501494702126578e-79,1.7726599334305367e-79
MTFR1,1.4519597768765308e-108,1.8611469715402096e-108
MTFR1L,0.0,0.0
MTFR2,1.0681023605316267e-235,2.3119289977324597e-235
MTG1,1.7358993488294345e-86,2.086849760205143e-86
MTG2,9.363468708805763e-257,2.2407702271234165e-256
MTHFD1,4.4737957588654607e-256,1.0669636788079385e-255
MTHFD1L,1.940888744337806e-225,4.004931210757631e-225
MTHFD2,2.4941016357954856e-117,3.2902192209107465e-117
MTHFD2L,1.0473672076360152e-205,1.9785512461939298e-205
MTHFD2P1,4.902872498058762e-294,1.442603660003897e-293
MTHFR,1.684387515740024e-291,4.8812256969664324e-291
MTHFS,0.0,0.0
MTHFSD,4.143034872332797e-309,1.3352356509041197e-308
MTIF2,4.7671428147065285e-204,8.942373811781254e-204
MTIF3,4.044006347852199e-124,5.46511722444967e-124
MTM1,9.762229124405052e-136,1.384450652049904e-135
MTMR1,3.315614920172405e-210,6.396205942358563e-210
MTMR10,1.6105810659099662e-251,3.76238011987734e-251
MTMR11,8.759450279165034e-126,1.1921592671720503e-125
MTMR12,1.1835670557524027e-244,2.672398537966394e-244
MTMR14,1.9862125067516194e-104,2.5136347361869556e-104
MTMR2,1.6435986863653742e-272,4.279825396389547e-272
MTMR3,4.1949300098403804e-299,1.2721821462930048e-298
MTMR4,1.1015942569171856e-209,2.1190664358978428e-209
MTMR6,6.171296979180469e-196,1.1151149085594972e-195
MTMR7,1.0698693161384762e-190,1.8907484751897664e-190
MTMR8,1.835142863427122e-195,3.309236316380487e-195
MTMR9,7.489552818313795e-229,1.5722051795118234e-228
MTMR9LP,1.777563474035014e-309,5.74166967258448e-309
MTNR1A,0.0,0.0
MTNR1B,0.0,0.0
MTO1,6.020420100832315e-128,8.270040713654508e-128
MTOR,4.203672382627729e-240,9.291096566921458e-240
MTOR-AS1,0.0,0.0
MTPAP,4.2758024657269663e-246,9.729796004239738e-246
MTPN,4.5594746212980374e-243,1.0217767537547791e-242
MTR,4.320310408472899e-198,7.883873095401445e-198
MTRF1,1.0709399397123386e-106,1.3643936018114697e-106
MTRF1L,7.269998444796166e-111,9.394648043609302e-111
MTRR,1.7148564658287818e-240,3.798985400677559e-240
MTSS1,1.1299289111384774e-185,1.9579651727291565e-185
MTTP,1.8922057976330507e-243,4.2499411066923575e-243
MTURN,0.0,0.0
MTUS1,1.2960748970337655e-153,1.98185750344062e-153
MTUS2,1.996735771076637e-159,3.130598869136431e-159
MTUS2-AS1,4.528275664851168e-284,1.2565869459748498e-283
MTX1,2.1981086382158988e-15,2.231645351718972e-15
MTX2,2.6823690065850626e-174,4.4578362933170545e-174
MTX3,0.0,0.0
MUC1,1.0108206236974736e-35,1.0673301554694168e-35
MUC12,6.275301823337162e-273,1.63775276785893e-272
MUC13,2.0284321400008653e-209,3.8980570562874485e-209
MUC15,2.772306478217935e-106,3.5268860843457694e-106
MUC16,4.9775647674331375e-99,6.201821051213841e-99
MUC17,0.0,0.0
MUC19,9.85187904135837e-207,1.8709144098336776e-206
MUC2,1.771503316963906e-229,3.725869404382659e-229
MUC20,1.1723446752669514e-41,1.25614593276928e-41
MUC21,3.006006986703595e-34,3.163755022027042e-34
MUC22,1.230009535046598e-197,2.240662990340444e-197
MUC3A,6.61442160393806e-90,8.03050216246941e-90
MUC4,1.5635976918328178e-69,1.796151936175163e-69
MUC5AC,7.249083875854577e-167,1.1701809377948242e-166
MUC5B,2.0869311113785665e-63,2.357332184093613e-63
MUC6,7.643403572122799e-243,1.7117179636665241e-242
MUC7,1.5041490171795572e-21,1.5435007786933245e-21
MUCL1,4.335147419810501e-34,4.561394488333652e-34
MUL1,0.0,0.0
MUS81,2.1224571698235424e-266,5.341289089301261e-266
MUSK,1.0555914230548443e-111,1.3682337963415376e-111
MUSTN1,0.0,0.0
MUTYH,5.108059413046556e-78,6.003162672961253e-78
MVB12A,0.0,0.0
MVB12B,1.855667380126208e-186,3.225493413862737e-186
MVD,0.0,0.0
MVK,2.2465358400253086e-101,2.8181454277401497e-101
MVP,2.1202047399172935e-282,5.821776259016788e-282
MX1,5.060178055239848e-54,5.581371061791811e-54
MX2,1.5771887864767007e-66,1.7973269956364858e-66
MXD1,0.0,0.0
MXD3,6.310195754585498e-300,1.9222803261918033e-299
MXD4,0.0,0.0
MXI1,3.540171593409282e-288,1.0062828489710533e-287
MXRA5,3.1399400969121235e-94,3.857942301686575e-94
MXRA7,7.0655267180647e-311,2.303876039608e-310
MXRA8,0.0,0.0
MYADM,1.379062086471605e-280,3.7469347980790925e-280
MYADML,0.0,0.0
MYADML2,2.32512094653978e-284,6.462286899219205e-284
MYB,4.264081914789527e-71,4.919387784041393e-71
MYBBP1A,1.1696080757828046e-275,3.0970737592666235e-275
MYBL1,1.2534275824329723e-131,1.7487073052134009e-131
MYBL2,1.5640125750978384e-163,2.493755230543811e-163
MYBPC1,8.251481869832742e-76,9.639847705045111e-76
MYBPC2,1.6728476606980123e-75,1.9522350114000218e-75
MYBPC3,7.701192609265873e-56,8.543522146850607e-56
MYBPH,3.55241032732706e-156,5.496317141077766e-156
MYBPHL,2.6684975677437435e-204,5.012604062962548e-204
MYC,5.976317411532001e-245,1.3512592760788842e-244
MYCBP,0.0,0.0
MYCBP2-AS1,1.0526199087016947e-158,1.6449820659708016e-158
MYCBP2-AS2,4.6620565251391656e-306,1.4748445923990678e-305
MYCBPAP,1.6811111385085428e-80,1.988691509686106e-80
MYCL,4.336389950315208e-59,4.851598338891946e-59
MYCN,1.2821561010424422e-93,1.573663951724569e-93
MYCNOS,0.0,0.0
MYCNUT,0.0,0.0
MYCT1,1.1928137214225647e-296,3.564816085414477e-296
MYD88,1.3738886324803519e-115,1.8024166310101208e-115
MYDGF,1.5803384310190752e-198,2.8893601235434915e-198
MYEF2,6.608414376821636e-34,6.94948993386048e-34
MYEOV,1.7887661073080208e-90,2.1759682387414735e-90
MYF5,0.0,0.0
MYF6,2.951754023915752e-243,6.622606182677478e-243
MYH1,2.808330243906047e-55,3.109801632151444e-55
MYH10,3.88494734356237e-70,4.4730223352592894e-70
MYH11,1.88589672116479e-117,2.4888734442335278e-117
MYH13,9.797747312568846e-301,2.998980778045535e-300
MYH14,8.778042278563404e-76,1.0253964760103694e-75
MYH15,8.580256173327016e-48,9.325520115874302e-48
MYH16,0.0,0.0
MYH2,8.588502304333196e-75,1.0001602197914497e-74
MYH3,8.164163590306252e-110,1.0511782938329668e-109
MYH4,0.0,0.0
MYH6,1.820011990684349e-83,2.1702898318581132e-83
MYH7,1.0038312568853124e-189,1.7663134014923524e-189
MYH7B,2.598673245867611e-70,2.9929394634013243e-70
MYH8,0.0,0.0
MYH9,2.5701390718329633e-144,3.782592814490038e-144
MYL1,3.673451009879654e-55,4.066032212464264e-55
MYL10,0.0,0.0
MYL12A,1.3460022468230627e-257,3.2332139520974646e-257
MYL12B,0.0,0.0
MYL12BP2,2.3919038461525833e-299,7.269165015023373e-299
MYL2,4.812761750116022e-142,7.018560079469933e-142
MYL3,1.970885180045812e-146,2.9287246924857866e-146
MYL4,2.1351150227341474e-64,2.4181655902125538e-64
MYL5,0.0,0.0
MYL6,1.3147235630133668e-291,3.8128473755913535e-291
MYL6B,2.271701136321416e-111,2.9422088632876348e-111
MYL7,7.714859821667138e-66,8.771700372052553e-66
MYL9,0.0,0.0
MYLIP,2.637004607958538e-254,6.2392759319327284e-254
MYLK,1.4576234304100125e-92,1.7827528213418394e-92
MYLK-AS1,6.684135341131865e-58,7.455456452583085e-58
MYLK-AS2,0.0,0.0
MYLK2,9.929570545098361e-245,2.243116485776537e-244
MYLK3,8.728251394232812e-165,1.3981719898477442e-164
MYLK4,3.954202578984344e-236,8.576689607021718e-236
MYNN,5.5026095423255056e-285,1.53547548300209e-284
MYO10,1.5421449786709116e-54,1.7032690199040136e-54
MYO15A,1.1029772406080232e-110,1.4242819959483528e-110
MYO15B,1.7417937995122014e-274,4.5826831722053395e-274
MYO16,2.14737097879289e-46,2.324888056791475e-46
MYO16-AS1,2.409505325732452e-190,4.252046494953934e-190
MYO16-AS2,0.0,0.0
MYO18A,2.6256295298709164e-141,3.816927282216693e-141
MYO18B,3.60497326582166e-81,4.270692280539125e-81
MYO19,1.0382051160842247e-247,2.3817890188046222e-247
MYO1A,1.9228849827553918e-223,3.933585414745459e-223
MYO1B,2.2091748151862003e-110,2.849845413763283e-110
MYO1C,9.341173765464147e-183,1.5985668557755798e-182
MYO1D,2.605032895533252e-149,3.9214303619978815e-149
MYO1E,8.619618016748118e-193,1.5374812923582947e-192
MYO1F,2.3153265009422526e-79,2.7320662852446915e-79
MYO1G,5.3342257146206844e-21,5.468905590837006e-21
MYO1H,7.964481492547887e-211,1.5401832847675337e-210
MYO3A,9.442923983065808e-76,1.1029519165285468e-75
MYO3B,2.0204071570681217e-138,2.899934816054886e-138
MYO5A,2.034033435617237e-217,4.040340421158767e-217
MYO5B,1.9369663908653723e-97,2.402322461930852e-97
MYO5C,2.669513628947726e-99,3.3287955910362025e-99
MYO6,8.738182292417427e-150,1.3183140626473945e-149
MYO7A,3.104589606765545e-51,3.4039750038654176e-51
MYO7B,1.5151665468391482e-58,1.692798649768272e-58
MYO9A,2.408466555395177e-159,3.775363151648867e-159
MYO9B,4.721875447076998e-92,5.767757456284196e-92
MYOC,1.639236627391177e-194,2.945125564498983e-194
MYOCD,8.909482466132613e-196,1.6092564862339163e-195
MYOD1,0.0,0.0
MYOF,3.573339373764476e-159,5.599058509701462e-159
MYOG,0.0,0.0
MYOM1,1.411270534351817e-52,1.5526875702640719e-52
MYOM2,2.0163177692499044e-108,2.5825378459729526e-108
MYOM3,4.2778560757586104e-21,4.38703658136681e-21
MYOSLID,1.6651461409736058e-203,3.114657953511764e-203
MYOT,9.114975766504874e-168,1.4768698244054063e-167
MYOZ1,1.3128514651497362e-121,1.7579000950047994e-121
MYOZ2,8.502279535908425e-114,1.1085994112286532e-113
MYOZ3,2.4912589190009517e-37,2.6410694056118386e-37
MYPN,7.752745965038437e-219,1.5498760362858815e-218
MYPOP,0.0,0.0
MYRF,0.00787586307487988,0.007880312521665047
MYRFL,2.778163904830757e-80,3.2851135403843326e-80
MYRIP,1.1527539085183144e-89,1.3986617827637896e-89
MYSM1,7.946694660279839e-246,1.8056320720248988e-245
MYT1,0.0,0.0
MYT1L,2.4553080725165368e-275,6.491848077815887e-275
MYZAP,0.0,0.0
MZB1,4.597598312169039e-66,5.23283916848979e-66
MZF1,0.0,0.0
MZF1-AS1,2.777075816784072e-174,4.614230613093489e-174
